timestamp,vibration,is_anomaly_vibration
2025-05-31 12:39:17.340944,0.4333071235451717,False
2025-05-31 12:40:17.340944,0.4006719598871169,False
2025-05-31 12:41:17.340944,0.7865853597325294,False
2025-05-31 12:42:17.340944,0.47373848263225526,False
2025-05-31 12:43:17.340944,0.572260744248419,False
2025-05-31 12:44:17.340944,0.5788405703972144,False
2025-05-31 12:45:17.340944,0.43053421532527186,False
2025-05-31 12:46:17.340944,0.3704976029574951,False
2025-05-31 12:47:17.340944,0.29538687926233964,False
2025-05-31 12:48:17.340944,0.5600146868170207,False
2025-05-31 12:49:17.340944,0.19213520538324752,False
2025-05-31 12:50:17.340944,0.2489211603642072,False
2025-05-31 12:51:17.340944,0.7100318993446355,False
2025-05-31 12:52:17.340944,0.39281795262622643,False
2025-05-31 12:53:17.340944,0.4782961715471564,False
2025-05-31 12:54:17.340944,0.476307381771792,False
2025-05-31 12:55:17.340944,0.5399023357754796,False
2025-05-31 12:56:17.340944,0.5359335856532796,False
2025-05-31 12:57:17.340944,0.44698182996281727,False
2025-05-31 12:58:17.340944,0.3937814820641307,False
2025-05-31 12:59:17.340944,0.5998951300876725,False
2025-05-31 13:00:17.340944,0.49232140036077143,False
2025-05-31 13:01:17.340944,0.5069951336161824,False
2025-05-31 13:02:17.340944,0.45358595918257666,False
2025-05-31 13:03:17.340944,0.3943728265724995,False
2025-05-31 13:04:17.340944,0.5139576171964838,False
2025-05-31 13:05:17.340944,0.328898743491322,False
2025-05-31 13:06:17.340944,0.4794022430853633,False
2025-05-31 13:07:17.340944,0.323758594405186,False
2025-05-31 13:08:17.340944,0.5880344208413671,False
2025-05-31 13:09:17.340944,0.4652112595828525,False
2025-05-31 13:10:17.340944,0.3532909121792239,False
2025-05-31 13:11:17.340944,0.4546637394962416,False
2025-05-31 13:12:17.340944,0.40478635865403867,False
2025-05-31 13:13:17.340944,0.4487083163801436,False
2025-05-31 13:14:17.340944,0.4063607917314898,False
2025-05-31 13:15:17.340944,0.44064214263012613,False
2025-05-31 13:16:17.340944,0.40839300824620356,False
2025-05-31 13:17:17.340944,0.6032187311477698,False
2025-05-31 13:18:17.340944,0.3901339331107788,False
2025-05-31 13:19:17.340944,0.4440544700693696,False
2025-05-31 13:20:17.340944,0.36169482086422255,False
2025-05-31 13:21:17.340944,0.36745379577657755,False
2025-05-31 13:22:17.340944,0.40290367471969496,False
2025-05-31 13:23:17.340944,0.4196353165637957,False
2025-05-31 13:24:17.340944,0.3883006584149344,False
2025-05-31 13:25:17.340944,0.4051954035506518,False
2025-05-31 13:26:17.340944,0.6122482519587529,False
2025-05-31 13:27:17.340944,0.4765065372100279,False
2025-05-31 13:28:17.340944,0.5191344377892212,False
2025-05-31 13:29:17.340944,0.570854248558958,False
2025-05-31 13:30:17.340944,0.3505399816236178,False
2025-05-31 13:31:17.340944,0.4898488008755274,False
2025-05-31 13:32:17.340944,0.42030172652054704,False
2025-05-31 13:33:17.340944,0.5186754920191267,False
2025-05-31 13:34:17.340944,0.4282038254162145,False
2025-05-31 13:35:17.340944,0.46683526776469386,False
2025-05-31 13:36:17.340944,0.47060805921213006,False
2025-05-31 13:37:17.340944,0.5479165602977063,False
2025-05-31 13:38:17.340944,0.42392435765773345,False
2025-05-31 13:39:17.340944,0.4656894478502718,False
2025-05-31 13:40:17.340944,0.37665910306012634,False
2025-05-31 13:41:17.340944,0.5279745510418772,False
2025-05-31 13:42:17.340944,0.1846254292929193,False
2025-05-31 13:43:17.340944,0.21155855367288326,False
2025-05-31 13:44:17.340944,0.428458419956067,False
