timestamp,current,is_anomaly_current
2025-05-31 12:39:17.340944,3.908345488576018,False
2025-05-31 12:40:17.340944,3.9463553714162685,False
2025-05-31 12:41:17.340944,3.2838477313539327,False
2025-05-31 12:42:17.340944,3.8084345665523025,False
2025-05-31 12:43:17.340944,3.7142065803730553,False
2025-05-31 12:44:17.340944,3.822123098452997,False
2025-05-31 12:45:17.340944,3.6287568695427037,False
2025-05-31 12:46:17.340944,3.839197493105117,False
2025-05-31 12:47:17.340944,3.247920745320422,False
2025-05-31 12:48:17.340944,3.608614011572529,False
2025-05-31 12:49:17.340944,3.500275867115119,False
2025-05-31 12:50:17.340944,3.405123536608772,False
2025-05-31 12:51:17.340944,3.4644967406105773,False
2025-05-31 12:52:17.340944,3.912042943875992,False
2025-05-31 12:53:17.340944,3.6710724467943248,False
2025-05-31 12:54:17.340944,3.6353666299366734,False
2025-05-31 12:55:17.340944,3.317215183516093,False
2025-05-31 12:56:17.340944,3.7250664485026603,False
2025-05-31 12:57:17.340944,3.245953320550621,False
2025-05-31 12:58:17.340944,3.2924448879344927,False
2025-05-31 12:59:17.340944,3.656277883109984,False
2025-05-31 13:00:17.340944,3.4529888344502795,False
2025-05-31 13:01:17.340944,3.1784368965939205,False
2025-05-31 13:02:17.340944,3.7986210830987233,False
2025-05-31 13:03:17.340944,3.3752669741184826,False
2025-05-31 13:04:17.340944,3.2217673098039525,False
2025-05-31 13:05:17.340944,3.5923861140300435,False
2025-05-31 13:06:17.340944,3.237059539678586,False
2025-05-31 13:07:17.340944,3.3434682529331905,False
2025-05-31 13:08:17.340944,3.198176429956421,False
2025-05-31 13:09:17.340944,3.7943379838036875,False
2025-05-31 13:10:17.340944,3.513006076333175,False
2025-05-31 13:11:17.340944,3.2332510807492483,False
2025-05-31 13:12:17.340944,3.332840707891302,False
2025-05-31 13:13:17.340944,3.4355459424171757,False
2025-05-31 13:14:17.340944,3.174594307150104,False
2025-05-31 13:15:17.340944,3.290167090277822,False
2025-05-31 13:16:17.340944,3.41827922797767,False
2025-05-31 13:17:17.340944,3.3025671333559736,False
2025-05-31 13:18:17.340944,3.423702200692388,False
2025-05-31 13:19:17.340944,3.4002898251388816,False
2025-05-31 13:20:17.340944,3.1921128863463557,False
2025-05-31 13:21:17.340944,3.338793554268788,False
2025-05-31 13:22:17.340944,3.1843078286717352,False
2025-05-31 13:23:17.340944,2.784184768242134,False
2025-05-31 13:24:17.340944,2.95462921127246,False
2025-05-31 13:25:17.340944,3.502603516455909,False
2025-05-31 13:26:17.340944,3.175534867082662,False
2025-05-31 13:27:17.340944,3.2358977939619815,False
2025-05-31 13:28:17.340944,2.9985421478958445,False
2025-05-31 13:29:17.340944,3.1419734072339023,False
2025-05-31 13:30:17.340944,3.2947269994305577,False
2025-05-31 13:31:17.340944,2.9737993189112375,False
2025-05-31 13:32:17.340944,3.474033945898346,False
2025-05-31 13:33:17.340944,2.9819374836448227,False
2025-05-31 13:34:17.340944,3.2800001096956133,False
2025-05-31 13:35:17.340944,3.4313100605461115,False
2025-05-31 13:36:17.340944,3.1596513289228834,False
2025-05-31 13:37:17.340944,2.8416228506691286,False
2025-05-31 13:38:17.340944,3.2008848206330107,False
2025-05-31 13:39:17.340944,3.126519522775211,False
2025-05-31 13:40:17.340944,3.303749949826179,False
2025-05-31 13:41:17.340944,3.0118048596707165,False
2025-05-31 13:42:17.340944,3.0063844137457094,False
2025-05-31 13:43:17.340944,3.002195269519218,False
2025-05-31 13:44:17.340944,3.2403566412721507,False
2025-05-31 13:45:17.340944,2.9533970528301103,False
2025-05-31 13:46:17.340944,3.1128137302348673,False
2025-05-31 13:47:17.340944,2.9718287170204007,False
2025-05-31 13:48:17.340944,3.0740702521667562,False
2025-05-31 13:49:17.340944,3.0606751185891627,False
