timestamp,pressure,is_anomaly_pressure
2025-05-31 12:39:17.340944,99.33917057091121,False
2025-05-31 12:40:17.340944,99.25598261879072,False
2025-05-31 12:41:17.340944,97.01353786937564,False
2025-05-31 12:42:17.340944,93.52257736689214,False
2025-05-31 12:43:17.340944,99.87674155593375,False
2025-05-31 12:44:17.340944,96.56462360144943,False
2025-05-31 12:45:17.340944,96.55131366448126,False
2025-05-31 12:46:17.340944,97.84937398785152,False
2025-05-31 12:47:17.340944,98.49818935822243,False
2025-05-31 12:48:17.340944,96.85950227975503,False
2025-05-31 12:49:17.340944,98.96451324571504,False
2025-05-31 12:50:17.340944,96.05228616999203,False
2025-05-31 12:51:17.340944,98.24499528573573,False
2025-05-31 12:52:17.340944,96.45791216394413,False
2025-05-31 12:53:17.340944,95.17418220458977,False
2025-05-31 12:54:17.340944,95.12010587894879,False
2025-05-31 12:55:17.340944,98.80744574077887,False
2025-05-31 12:56:17.340944,101.58393332312627,False
2025-05-31 12:57:17.340944,96.60343845599846,False
2025-05-31 12:58:17.340944,97.24530263434751,False
2025-05-31 12:59:17.340944,100.02238807575841,False
2025-05-31 13:00:17.340944,101.67921995947098,False
2025-05-31 13:01:17.340944,98.82451022948266,False
2025-05-31 13:02:17.340944,98.76578761054387,False
2025-05-31 13:03:17.340944,93.8021193708825,False
2025-05-31 13:04:17.340944,97.0101952468375,False
2025-05-31 13:05:17.340944,96.83890994148547,False
2025-05-31 13:06:17.340944,96.29067137768709,False
2025-05-31 13:07:17.340944,97.33745745372573,False
2025-05-31 13:08:17.340944,97.30548722770581,False
2025-05-31 13:09:17.340944,92.87058779561895,False
2025-05-31 13:10:17.340944,96.20160617369812,False
2025-05-31 13:11:17.340944,95.99721256836091,False
2025-05-31 13:12:17.340944,98.02752593711601,False
2025-05-31 13:13:17.340944,96.06567995307914,False
2025-05-31 13:14:17.340944,97.02900692019361,False
2025-05-31 13:15:17.340944,100.24008804458123,False
2025-05-31 13:16:17.340944,96.85546960873327,False
2025-05-31 13:17:17.340944,96.8952357496858,False
2025-05-31 13:18:17.340944,98.87748468278737,False
2025-05-31 13:19:17.340944,99.77076695113304,False
2025-05-31 13:20:17.340944,94.79859401318267,False
2025-05-31 13:21:17.340944,94.35086885200516,False
2025-05-31 13:22:17.340944,95.86227231456355,False
2025-05-31 13:23:17.340944,98.52317684195955,False
2025-05-31 13:24:17.340944,95.47577072482123,False
2025-05-31 13:25:17.340944,97.79506439639965,False
2025-05-31 13:26:17.340944,91.6562877885826,False
2025-05-31 13:27:17.340944,96.86678787087546,False
2025-05-31 13:28:17.340944,97.51002487087155,False
2025-05-31 13:29:17.340944,95.84561270132778,False
2025-05-31 13:30:17.340944,95.81008363757128,False
2025-05-31 13:31:17.340944,98.03360711323631,False
2025-05-31 13:32:17.340944,94.9699150401796,False
2025-05-31 13:33:17.340944,99.61331542691899,False
2025-05-31 13:34:17.340944,97.28808508148927,False
2025-05-31 13:35:17.340944,97.4196012898465,False
2025-05-31 13:36:17.340944,94.2329165368152,False
2025-05-31 13:37:17.340944,97.13198292737653,False
2025-05-31 13:38:17.340944,93.80416835103041,False
2025-05-31 13:39:17.340944,95.6576747226895,False
