timestamp,power,is_anomaly_power
2025-05-31 12:39:17.340944,811.0377078353522,False
2025-05-31 12:40:17.340944,933.4706886302339,False
2025-05-31 12:41:17.340944,721.4461035664278,False
2025-05-31 12:42:17.340944,970.5037618655417,False
2025-05-31 12:43:17.340944,795.5589734260725,False
2025-05-31 12:44:17.340944,948.7706795960779,False
2025-05-31 12:45:17.340944,804.9402950938806,False
2025-05-31 12:46:17.340944,601.3037755500671,False
2025-05-31 12:47:17.340944,727.1724971767421,False
2025-05-31 12:48:17.340944,924.7212078324517,False
2025-05-31 12:49:17.340944,868.7527757486228,False
2025-05-31 12:50:17.340944,648.4530072671282,False
2025-05-31 12:51:17.340944,739.2956267797592,False
2025-05-31 12:52:17.340944,787.4758751916581,False
2025-05-31 12:53:17.340944,787.0422205134256,False
2025-05-31 12:54:17.340944,933.4351874387715,False
2025-05-31 12:55:17.340944,647.8279169569219,False
2025-05-31 12:56:17.340944,577.695054534459,False
2025-05-31 12:57:17.340944,721.5500868925391,False
2025-05-31 12:58:17.340944,810.3149074616914,False
2025-05-31 12:59:17.340944,671.5128122207658,False
2025-05-31 13:00:17.340944,881.6206654477243,False
2025-05-31 13:01:17.340944,596.2034059586773,False
2025-05-31 13:02:17.340944,792.5487852919318,False
2025-05-31 13:03:17.340944,571.6057090844998,False
2025-05-31 13:04:17.340944,839.8555000236696,False
2025-05-31 13:05:17.340944,735.2118375052681,False
2025-05-31 13:06:17.340944,668.5095040461872,False
2025-05-31 13:07:17.340944,765.819315447143,False
2025-05-31 13:08:17.340944,597.9656360369898,False
2025-05-31 13:09:17.340944,873.9100223173155,False
2025-05-31 13:10:17.340944,694.7132370570426,False
2025-05-31 13:11:17.340944,724.8011192965839,False
2025-05-31 13:12:17.340944,678.6378356046763,False
2025-05-31 13:13:17.340944,744.7488447357052,False
2025-05-31 13:14:17.340944,713.2386889362906,False
2025-05-31 13:15:17.340944,583.3947215902411,False
2025-05-31 13:16:17.340944,853.0638707152003,False
2025-05-31 13:17:17.340944,620.8126007356119,False
2025-05-31 13:18:17.340944,717.6160757654717,False
2025-05-31 13:19:17.340944,626.2020757784962,False
2025-05-31 13:20:17.340944,621.979291274165,False
2025-05-31 13:21:17.340944,810.2485516846697,False
2025-05-31 13:22:17.340944,749.0036647689823,False
2025-05-31 13:23:17.340944,481.24486123975805,False
2025-05-31 13:24:17.340944,692.5977912508745,False
2025-05-31 13:25:17.340944,639.6534048257669,False
2025-05-31 13:26:17.340944,614.5251202109694,False
2025-05-31 13:27:17.340944,730.6352266586055,False
2025-05-31 13:28:17.340944,533.1836633654664,False
2025-05-31 13:29:17.340944,789.1716027038339,False
2025-05-31 13:30:17.340944,893.5147176746271,False
2025-05-31 13:31:17.340944,652.4581483139373,False
