timestamp,temperature,is_anomaly_temp
2025-05-31 12:39:17.340944,21.954369057860156,False
2025-05-31 12:40:17.340944,23.102135987630742,False
2025-05-31 12:41:17.340944,21.684354443286313,False
2025-05-31 12:42:17.340944,22.158268778888473,False
2025-05-31 12:43:17.340944,20.799381088395304,False
2025-05-31 12:44:17.340944,21.749981244544927,False
2025-05-31 12:45:17.340944,22.08270063981609,False
2025-05-31 12:46:17.340944,22.35971728894873,False
2025-05-31 12:47:17.340944,21.48349668850508,False
2025-05-31 12:48:17.340944,21.720828692165387,False
2025-05-31 12:49:17.340944,21.822094321808144,False
2025-05-31 12:50:17.340944,22.404452513727968,False
2025-05-31 12:51:17.340944,22.255237291553684,False
2025-05-31 12:52:17.340944,21.367239570810924,False
2025-05-31 12:53:17.340944,22.15852781987028,False
2025-05-31 12:54:17.340944,22.042597385081475,False
2025-05-31 12:55:17.340944,22.321785474416345,False
2025-05-31 12:56:17.340944,21.502631784605395,False
2025-05-31 12:57:17.340944,21.600655883342203,False
2025-05-31 12:58:17.340944,21.25309620573341,False
2025-05-31 12:59:17.340944,20.8974426136604,False
2025-05-31 13:00:17.340944,21.647103690003206,False
2025-05-31 13:01:17.340944,21.47529768563127,False
2025-05-31 13:02:17.340944,21.950081734145666,False
2025-05-31 13:03:17.340944,22.021971562603458,False
2025-05-31 13:04:17.340944,21.435414332704795,False
2025-05-31 13:05:17.340944,20.999498153667187,False
2025-05-31 13:06:17.340944,20.647864424990047,False
2025-05-31 13:07:17.340944,21.887493121298277,False
2025-05-31 13:08:17.340944,21.311569473389127,False
2025-05-31 13:09:17.340944,21.531255609345454,False
2025-05-31 13:10:17.340944,21.31168473420847,False
2025-05-31 13:11:17.340944,21.741397751463346,False
2025-05-31 13:12:17.340944,21.0561069069357,False
2025-05-31 13:13:17.340944,21.45606563551747,False
2025-05-31 13:14:17.340944,21.4568073085995,False
2025-05-31 13:15:17.340944,21.36382526371406,False
2025-05-31 13:16:17.340944,21.866612002811703,False
2025-05-31 13:17:17.340944,21.28068469426344,False
2025-05-31 13:18:17.340944,20.687887874423545,False
2025-05-31 13:19:17.340944,21.887698547166618,False
2025-05-31 13:20:17.340944,21.47626828346035,False
2025-05-31 13:21:17.340944,21.510236083391533,False
2025-05-31 13:22:17.340944,21.842706310579587,False
2025-05-31 13:23:17.340944,21.694656611447297,False
2025-05-31 13:24:17.340944,21.184775718374542,False
2025-05-31 13:25:17.340944,20.675753987549264,False
2025-05-31 13:26:17.340944,22.050277340661477,False
2025-05-31 13:27:17.340944,21.95423463357635,False
2025-05-31 13:28:17.340944,21.7221149163431,False
2025-05-31 13:29:17.340944,21.2022472642551,False
2025-05-31 13:30:17.340944,20.02941167895024,False
2025-05-31 13:31:17.340944,20.39424953603367,False
2025-05-31 13:32:17.340944,21.284263013084697,False
2025-05-31 13:33:17.340944,21.178756747073056,False
2025-05-31 13:34:17.340944,20.189351507027062,False
2025-05-31 13:35:17.340944,20.99895797382237,False
2025-05-31 13:36:17.340944,22.302640169621245,False
2025-05-31 13:37:17.340944,20.724649634356748,False
2025-05-31 13:38:17.340944,20.817213024758527,False
2025-05-31 13:39:17.340944,21.781447579344782,False
2025-05-31 13:40:17.340944,21.49019044436142,False
2025-05-31 13:41:17.340944,21.3224885063531,False
2025-05-31 13:42:17.340944,20.86682768899943,False
2025-05-31 13:43:17.340944,20.365163560032677,False
2025-05-31 13:44:17.340944,20.3689371621667,False
2025-05-31 13:45:17.340944,21.38788948184748,False
2025-05-31 13:46:17.340944,21.81922072682045,False
2025-05-31 13:47:17.340944,20.029852445516433,False
2025-05-31 13:48:17.340944,20.708210744951618,False
2025-05-31 13:49:17.340944,21.20304245033212,False
2025-05-31 13:50:17.340944,20.422385764696617,False
2025-05-31 13:51:17.340944,22.00367090156301,False
2025-05-31 13:52:17.340944,20.919383841119956,False
2025-05-31 13:53:17.340944,20.160301123820815,False
2025-05-31 13:54:17.340944,20.121856368201506,False
2025-05-31 13:55:17.340944,20.11197004029625,False
2025-05-31 13:56:17.340944,20.689243296362747,False
2025-05-31 13:57:17.340944,20.245193315551372,False
2025-05-31 13:58:17.340944,21.274170550727913,False
2025-05-31 13:59:17.340944,20.79429032822702,False
2025-05-31 14:00:17.340944,20.55010399879137,False
2025-05-31 14:01:17.340944,20.748888514892638,False
2025-05-31 14:02:17.340944,19.828947304148148,False
2025-05-31 14:03:17.340944,20.372770679604024,False
2025-05-31 14:04:17.340944,19.979980775686407,False
2025-05-31 14:05:17.340944,20.11199563094443,False
2025-05-31 14:06:17.340944,21.537230195773173,False
2025-05-31 14:07:17.340944,19.37622750816726,False
2025-05-31 14:08:17.340944,20.63224483168369,False
2025-05-31 14:09:17.340944,20.15291179982173,False
2025-05-31 14:10:17.340944,20.901287828592718,False
2025-05-31 14:11:17.340944,20.255242795414226,False
2025-05-31 14:12:17.340944,20.86809799459269,False
2025-05-31 14:13:17.340944,20.51087557066799,False
2025-05-31 14:14:17.340944,20.34641942391713,False
2025-05-31 14:15:17.340944,20.585074910539966,False
2025-05-31 14:16:17.340944,19.89658370128129,False
2025-05-31 14:17:17.340944,19.90499909098507,False
2025-05-31 14:18:17.340944,20.113159512279097,False
2025-05-31 14:19:17.340944,20.693918531002,False
2025-05-31 14:20:17.340944,19.657877953773436,False
2025-05-31 14:21:17.340944,20.001980335906154,False
