timestamp,viscosity,is_anomaly_viscosity
2025-05-31 12:39:17.340944,47.672012091671625,False
2025-05-31 12:40:17.340944,50.41036621995393,False
2025-05-31 12:41:17.340944,48.94118925952779,False
2025-05-31 12:42:17.340944,48.279977624967394,False
2025-05-31 12:43:17.340944,48.29499770771723,False
2025-05-31 12:44:17.340944,48.8463731581179,False
2025-05-31 12:45:17.340944,49.46007508764694,False
2025-05-31 12:46:17.340944,49.6473370848956,False
2025-05-31 12:47:17.340944,48.40709979172502,False
2025-05-31 12:48:17.340944,46.264036781580586,False
2025-05-31 12:49:17.340944,49.61175581550253,False
2025-05-31 12:50:17.340944,48.413519255729,False
2025-05-31 12:51:17.340944,49.6399463025219,False
2025-05-31 12:52:17.340944,49.20429143394674,False
2025-05-31 12:53:17.340944,48.1723500271842,False
2025-05-31 12:54:17.340944,50.1376199439632,False
2025-05-31 12:55:17.340944,47.4362835134569,False
2025-05-31 12:56:17.340944,49.353713092666524,False
2025-05-31 12:57:17.340944,48.411002872151755,False
2025-05-31 12:58:17.340944,49.549260257222194,False
2025-05-31 12:59:17.340944,49.80174507402979,False
2025-05-31 13:00:17.340944,50.07467515071957,False
2025-05-31 13:01:17.340944,49.03393602555131,False
2025-05-31 13:02:17.340944,50.78057963802087,False
2025-05-31 13:03:17.340944,47.9976943094452,False
2025-05-31 13:04:17.340944,47.83832498400896,False
2025-05-31 13:05:17.340944,50.09872163488398,False
2025-05-31 13:06:17.340944,49.52254315262388,False
2025-05-31 13:07:17.340944,48.50247317185319,False
2025-05-31 13:08:17.340944,47.44797821468492,False
2025-05-31 13:09:17.340944,48.58058528427831,False
2025-05-31 13:10:17.340944,47.70896979850966,False
2025-05-31 13:11:17.340944,45.93938296877404,False
2025-05-31 13:12:17.340944,49.268491826614365,False
2025-05-31 13:13:17.340944,46.3585629487658,False
2025-05-31 13:14:17.340944,48.18264887550798,False
2025-05-31 13:15:17.340944,48.78490617043763,False
2025-05-31 13:16:17.340944,49.10547030506232,False
2025-05-31 13:17:17.340944,47.381831179147966,False
2025-05-31 13:18:17.340944,48.648773238465125,False
2025-05-31 13:19:17.340944,46.63510002851707,False
2025-05-31 13:20:17.340944,47.42178518544504,False
2025-05-31 13:21:17.340944,48.43125631935486,False
2025-05-31 13:22:17.340944,47.3411297344713,False
2025-05-31 13:23:17.340944,49.184379226377686,False
2025-05-31 13:24:17.340944,47.79977506577193,False
2025-05-31 13:25:17.340944,47.72716178293652,False
2025-05-31 13:26:17.340944,50.11390345880492,False
2025-05-31 13:27:17.340944,48.7862551827542,False
